Year,Country,GDP,Life expectancy
2010,Afghanistan,0.009175027641332018,0.42694497153700195
2010,Albania,0.07386589412679015,0.7571157495256167
2010,Algeria,0.09837285264858393,0.72865275142315
2010,Angola,0.0463584851087708,0.25237191650853896
2010,Antigua and Barbuda,0.1589270132418752,0.7457305502846299
2010,Argentina,0.14589305882861867,0.7438330170777989
2010,Armenia,0.04907367528249461,0.7058823529411764
2010,Australia,0.31428221830571457,0.8652751423149907
2010,Austria,0.33599260691944766,0.9051233396584439
2010,Azerbaijan,0.12451351377471354,0.6603415559772294
2010,Bahrain,0.31765209625857294,0.7552182163187855
2010,Bangladesh,0.015890714520931375,0.6375711574952563
2010,Barbados,0.12678792476948633,0.72865275142315
2010,Belarus,0.12486835294774018,0.6963946869070208
2010,Belgium,0.3184315601900753,0.8292220113851994
2010,Belize,0.05708469932121505,0.6299810246679316
2010,Benin,0.010342326484970316,0.4250474383301708
2010,Bhutan,0.048680118599208046,0.599620493358634
2010,Bolivia,0.03824499992717732,0.6148007590132829
2010,Bosnia and Herzegovina,0.07159548331031454,0.760910815939279
2010,Botswana,0.10087619456038412,0.47058823529411775
2010,Brazil,0.11185426956897607,0.7115749525616697
2010,Brunei Darussalam,0.6347432279446632,0.7703984819734346
2010,Bulgaria,0.11682319439532116,0.7039848197343455
2010,Burkina Faso,0.007206731702662028,0.4022770398481974
2010,Cote d'Ivoire,0.017116551350910336,0.2884250474383302
2010,Cabo Verde,0.04305087833651474,0.6869070208728654
2010,Cambodia,0.01592148841012129,0.5749525616698292
2010,Cameroon,0.018729674771060877,0.36053130929791277
2010,Canada,0.3198523259600938,0.8519924098671727
2010,Central African Republic,0.0037096510705503195,0.2447817836812145
2010,Chad,0.011103284774833806,0.2827324478178369
2010,Chile,0.14295384746563464,0.812144212523719
2010,Colombia,0.08280953764523565,0.7077798861480076
2010,Comoros,0.015159143103462214,0.4838709677419355
2010,Costa Rica,0.09828832610850732,0.7931688804554078
2010,Croatia,0.15590458087115633,0.7647058823529411
2010,Cyprus,0.2664899359797073,0.8197343453510437
2010,Denmark,0.3440363673233151,0.8140417457305504
2010,Dominican Republic,0.0860493934498743,0.6907020872865275
2010,Ecuador,0.06970717165333878,0.7343453510436433
2010,El Salvador,0.045727802050635244,0.6774193548387097
2010,Equatorial Guinea,0.2654667120940009,0.3757115749525617
2010,Eritrea,0.011474701107900998,0.4895635673624288
2010,Estonia,0.1723805932431929,0.7457305502846299
2010,Fiji,0.05423135949778427,0.6223908918406071
2010,Finland,0.31127857625813815,0.8273244781783682
2010,France,0.2865595039233458,0.8538899430740037
2010,Gabon,0.11889800531427312,0.4933586337760911
2010,Georgia,0.05376796943131238,0.7115749525616697
2010,Germany,0.31124774866126154,0.8481973434535104
2010,Ghana,0.019918614298847604,0.6204933586337762
2010,Greece,0.22380373855307636,0.8861480075901329
2010,Grenada,0.08326485050956568,0.6888045540796963
2010,Guatemala,0.049162647959252674,0.7722960151802656
2010,Guinea,0.009134615861619694,0.4079696394686907
2010,Guinea-Bissau,0.007266959408602803,0.3870967741935485
2010,Guyana,0.042115494797251886,0.5616698292220115
2010,Haiti,0.007890692332626362,0.0
2010,Honduras,0.026946713529628453,0.7077798861480076
2010,Hungary,0.17054510819644333,0.7248576850094877
2010,Iceland,0.3163272416171526,0.8633776091081593
2010,India,0.031218139446298167,0.5711574952561671
2010,Indonesia,0.0629889582942097,0.6034155597722959
2010,Iraq,0.10023300089005831,0.7533206831119545
2010,Ireland,0.34642788762936644,0.9430740037950665
2010,Israel,0.22958024952678432,0.8614800759013284
2010,Italy,0.28053315570433246,0.8633776091081593
2010,Jamaica,0.059503492720876246,0.7343453510436433
2010,Japan,0.27916760482028335,0.8861480075901329
2010,Jordan,0.07126278775012379,0.7039848197343455
2010,Kazakhstan,0.15528821999503611,0.5977229601518026
2010,Kenya,0.015235679058602278,0.5066413662239089
2010,Kiribati,0.009812016997100926,0.5502846299810247
2010,Kuwait,0.5935363474624863,0.715370018975332
2010,Lebanon,0.11016080727010433,0.7324478178368123
2010,Lesotho,0.015175534650579553,0.28083491461100574
2010,Liberia,0.004654061749864483,0.44402277039848204
2010,Libya,0.229810377654048,0.6925996204933587
2010,Lithuania,0.15815137491035294,0.6850094876660342
2010,Luxembourg,0.6890315097033868,0.9430740037950665
2010,Madagascar,0.008735085513760205,0.5123339658444022
2010,Malawi,0.004464198066438847,0.3149905123339658
2010,Malaysia,0.16273515749513676,0.717267552182163
2010,Maldives,0.0908064217793851,0.7666034155597723
2010,Mali,0.0107896441578408,0.38330170777988615
2010,Malta,0.22105669708190823,0.8861480075901329
2010,Mauritania,0.02309161185412384,0.48766603415559784
2010,Mauritius,0.12231346290991252,0.7020872865275143
2010,Mexico,0.11946638176448694,0.7457305502846299
2010,Mongolia,0.056886750161716945,0.5692599620493359
2010,Montenegro,0.10630562167330333,0.7400379506641366
2010,Morocco,0.047118326037495654,0.6925996204933587
2010,Mozambique,0.0041019801664553,0.3358633776091082
2010,Myanmar,0.025169467830517923,0.5521821631878558
2010,Namibia,0.06473438406718822,0.5066413662239089
2010,Nepal,0.011674052083358272,0.6015180265654649
2010,Netherlands,0.36055752807366626,0.9810246679316887
2010,New Zealand,0.2489382816188474,1.0
2010,Nicaragua,0.02739394398620278,0.7001897533206831
2010,Niger,0.002360812987190911,0.41555977229601515
2010,Nigeria,0.036247298260942314,0.2979127134724858
2010,Norway,0.4647888248914876,0.8481973434535104
2010,Oman,0.3554431487612296,0.7457305502846299
2010,Pakistan,0.028210563031365928,0.5464895635673623
2010,Panama,0.11987448068234115,0.76280834914611
2010,Paraguay,0.07316435889096999,0.7001897533206831
2010,Peru,0.07581734869825119,0.7096774193548387
2010,Philippines,0.04018953698259535,0.599620493358634
2010,Poland,0.16632265455794557,0.7590132827324478
2010,Portugal,0.21660933469293425,0.8216318785578747
2010,Qatar,0.9473296529116089,0.7779886148007589
2010,Moldova,0.03346361674853458,0.6166982922201139
2010,Romania,0.13327656016106781,0.7039848197343455
2010,Russia,0.161803557676164,0.6091081593927894
2010,Rwanda,0.007115736980884672,0.5028462998102465
2010,Samoa,0.039320571789985916,0.6888045540796963
2010,Sao Tome and Principe,0.01621697425032824,0.5673624288425048
2010,Saudi Arabia,0.3561724878123058,0.7096774193548387
2010,Senegal,0.017930891130580648,0.5313092979127134
2010,Serbia,0.09952397223376337,0.7229601518026567
2010,Seychelles,0.15741793953499109,0.6850094876660342
2010,Sierra Leone,0.005499136477818322,0.2239089184060722
2010,Singapore,0.5753047392966294,0.8671726755218216
2010,Slovenia,0.22118251887452278,0.8197343453510437
2010,Solomon Islands,0.010757385187156954,0.6072106261859582
2010,South Africa,0.09086821201145816,0.41176470588235303
2010,South Sudan,0.02252903871618518,0.3548387096774195
2010,Spain,0.25239626478917515,0.8652751423149907
2010,Sri Lanka,0.06334845593305535,0.7248576850094877
2010,Sudan,0.022855059602625655,0.49715370018975324
2010,Suriname,0.10797674484522503,0.6963946869070208
2010,Sweden,0.3373955339493043,0.857685009487666
